COUNTY,WEEK_END_DATE,TOTAL_CASES,TOTAL_DEATHS,TOTAL_HOSP,Year
Sequatchie,2021-08-28,2231,30,65,2021
Sevier,2021-08-28,16146,195,371,2021
Shelby,2021-08-28,123187,1863,6585,2021
Smith,2021-08-28,3382,41,107,2021
Stewart,2021-08-28,1569,28,45,2021
Sullivan,2021-08-28,20936,339,1171,2021
Sumner,2021-08-28,29114,374,1205,2021
Tipton,2021-08-28,9383,110,351,2021
Trousdale,2021-08-28,2774,22,70,2021
Unicoi,2021-08-28,2458,54,129,2021
Union,2021-08-28,2231,34,62,2021
Van Buren,2021-08-28,978,23,39,2021
Warren,2021-08-28,6520,91,141,2021
Washington,2021-08-28,17528,266,681,2021
Wayne,2021-08-28,3425,37,98,2021
Weakley,2021-08-28,4895,71,120,2021
White,2021-08-28,4284,76,206,2021
Williamson,2021-08-28,33771,236,621,2021
Wilson,2021-08-28,23012,270,673,2021
Unknown,2021-08-28,35108,200,680,2021
Anderson,2021-08-21,9878,181,247,2021
Bedford,2021-08-21,7419,135,224,2021
Benton,2021-08-21,1985,41,80,2021
Bledsoe,2021-08-21,2565,13,56,2021
Blount,2021-08-21,18188,210,569,2021
Bradley,2021-08-21,17254,157,816,2021
Campbell,2021-08-21,4728,63,136,2021
Cannon,2021-08-21,2143,32,74,2021
Carroll,2021-08-21,4238,82,147,2021
Carter,2021-08-21,7789,172,389,2021
Cheatham,2021-08-21,5231,56,157,2021
Chester,2021-08-21,2696,54,60,2021
Claiborne,2021-08-21,3677,78,109,2021
Clay,2021-08-21,1186,30,54,2021
Cocke,2021-08-21,5440,101,140,2021
Coffee,2021-08-21,7929,124,231,2021
Crockett,2021-08-21,2711,52,46,2021
Cumberland,2021-08-21,8086,151,240,2021
Davidson,2021-08-21,100775,984,2944,2021
Decatur,2021-08-21,1868,39,68,2021
Dekalb,2021-08-21,3191,57,105,2021
Dickson,2021-08-21,7978,125,289,2021
Dyer,2021-08-21,6338,111,158,2021
Fayette,2021-08-21,5995,85,275,2021
Fentress,2021-08-21,2737,50,120,2021
Franklin,2021-08-21,6070,91,139,2021
Gibson,2021-08-21,8269,152,172,2021
Giles,2021-08-21,4520,98,183,2021
Grainger,2021-08-21,3060,51,84,2021
Greene,2021-08-21,9292,169,354,2021
Grundy,2021-08-21,2053,35,81,2021
Hamblen,2021-08-21,10166,179,290,2021
Hamilton,2021-08-21,51589,539,1718,2021
Hancock,2021-08-21,753,13,32,2021
Hardeman,2021-08-21,4144,66,141,2021
Hardin,2021-08-21,4231,69,112,2021
Hawkins,2021-08-21,7264,124,283,2021
Haywood,2021-08-21,3109,66,102,2021
Henderson,2021-08-21,4298,80,110,2021
Henry,2021-08-21,4172,75,167,2021
Hickman,2021-08-21,3444,48,120,2021
Houston,2021-08-21,1405,35,66,2021
Humphreys,2021-08-21,2334,32,107,2021
Jackson,2021-08-21,1550,36,76,2021
Jefferson,2021-08-21,7321,132,220,2021
Johnson,2021-08-21,2656,40,96,2021
Knox,2021-08-21,58135,675,1625,2021
Lake,2021-08-21,1780,31,39,2021
Lauderdale,2021-08-21,4006,50,119,2021
Lawrence,2021-08-21,6982,102,290,2021
Lewis,2021-08-21,1965,29,76,2021
Lincoln,2021-08-21,5165,70,177,2021
Loudon,2021-08-21,7061,74,181,2021
Macon,2021-08-21,4196,78,195,2021
Madison,2021-08-21,13968,255,413,2021
Marion,2021-08-21,3951,51,171,2021
Marshall,2021-08-21,5113,67,177,2021
Maury,2021-08-21,15544,185,517,2021
McMinn,2021-08-21,7656,108,260,2021
McNairy,2021-08-21,3522,57,88,2021
Meigs,2021-08-21,1657,24,75,2021
Monroe,2021-08-21,6973,98,276,2021
Montgomery,2021-08-21,24246,237,457,2021
Moore,2021-08-21,1179,19,27,2021
Morgan,2021-08-21,2856,41,57,2021
Obion,2021-08-21,5145,98,178,2021
Overton,2021-08-21,3456,63,148,2021
Perry,2021-08-21,1236,29,45,2021
Pickett,2021-08-21,848,23,62,2021
Polk,2021-08-21,2399,25,115,2021
Putnam,2021-08-21,13002,184,472,2021
Rhea,2021-08-21,5114,83,136,2021
Roane,2021-08-21,7432,119,187,2021
Robertson,2021-08-21,11580,145,603,2021
Rutherford,2021-08-21,48993,459,1167,2021
Scott,2021-08-21,3508,49,79,2021
Sequatchie,2021-08-21,2061,30,63,2021
Sevier,2021-08-21,15584,189,363,2021
Shelby,2021-08-21,119040,1827,6467,2021
Smith,2021-08-21,3207,40,103,2021
Stewart,2021-08-21,1512,28,45,2021
Sullivan,2021-08-21,19877,326,1150,2021
Sumner,2021-08-21,28028,370,1179,2021
Tipton,2021-08-21,8971,109,338,2021
Trousdale,2021-08-21,2723,22,70,2021
Unicoi,2021-08-21,2294,52,125,2021
Union,2021-08-21,2131,34,62,2021
Van Buren,2021-08-21,950,23,38,2021
Warren,2021-08-21,6114,91,138,2021
Washington,2021-08-21,16766,261,667,2021
Wayne,2021-08-21,3282,36,98,2021
Weakley,2021-08-21,4709,69,119,2021
White,2021-08-21,4115,75,204,2021
Williamson,2021-08-21,32709,232,601,2021
Wilson,2021-08-21,22214,264,664,2021
Unknown,2021-08-21,33463,196,656,2021
Anderson,2021-08-14,9503,180,244,2021
Bedford,2021-08-14,7192,135,221,2021
Benton,2021-08-14,1886,41,77,2021
Bledsoe,2021-08-14,2461,13,54,2021
Blount,2021-08-14,17440,209,561,2021
Bradley,2021-08-14,16535,156,810,2021
Campbell,2021-08-14,4511,63,135,2021
Cannon,2021-08-14,2077,32,74,2021
Carroll,2021-08-14,4014,81,139,2021
Carter,2021-08-14,7340,168,377,2021
Cheatham,2021-08-14,5033,56,152,2021
Chester,2021-08-14,2534,51,57,2021
Claiborne,2021-08-14,3482,76,108,2021
Clay,2021-08-14,1146,30,52,2021
Cocke,2021-08-14,5025,101,139,2021
Coffee,2021-08-14,7451,122,224,2021
Crockett,2021-08-14,2488,51,44,2021
Cumberland,2021-08-14,7672,145,234,2021
Davidson,2021-08-14,97993,976,2919,2021
Decatur,2021-08-14,1767,39,63,2021
Dekalb,2021-08-14,3056,57,105,2021
Dickson,2021-08-14,7675,116,281,2021
Dyer,2021-08-14,5964,109,153,2021
Fayette,2021-08-14,5815,84,270,2021
Fentress,2021-08-14,2674,49,119,2021
Franklin,2021-08-14,5755,91,136,2021
Gibson,2021-08-14,7769,150,162,2021
Giles,2021-08-14,4370,98,180,2021
Grainger,2021-08-14,2909,51,82,2021
Greene,2021-08-14,8777,163,339,2021
Grundy,2021-08-14,1980,35,81,2021
Hamblen,2021-08-14,9685,177,289,2021
Hamilton,2021-08-14,49909,526,1673,2021
Hancock,2021-08-14,710,13,31,2021
Hardeman,2021-08-14,3923,65,139,2021
Hardin,2021-08-14,3991,69,110,2021
Hawkins,2021-08-14,6951,123,276,2021
Haywood,2021-08-14,3005,62,99,2021
Henderson,2021-08-14,4179,79,108,2021
Henry,2021-08-14,3928,75,167,2021
Hickman,2021-08-14,3205,47,114,2021
Houston,2021-08-14,1314,34,62,2021
Humphreys,2021-08-14,2192,32,103,2021
Jackson,2021-08-14,1463,36,75,2021
Jefferson,2021-08-14,6938,129,216,2021
Johnson,2021-08-14,2578,39,93,2021
Knox,2021-08-14,55937,667,1585,2021
Lake,2021-08-14,1749,31,39,2021
Lauderdale,2021-08-14,3679,50,115,2021
Lawrence,2021-08-14,6660,101,286,2021
Lewis,2021-08-14,1831,28,75,2021
Lincoln,2021-08-14,4893,69,166,2021
Loudon,2021-08-14,6829,71,181,2021
Macon,2021-08-14,3985,77,194,2021
Madison,2021-08-14,13213,249,404,2021
Marion,2021-08-14,3623,51,164,2021
Marshall,2021-08-14,4783,65,175,2021
Maury,2021-08-14,14914,181,508,2021
McMinn,2021-08-14,7317,108,257,2021
McNairy,2021-08-14,3275,57,86,2021
Meigs,2021-08-14,1556,24,75,2021
Monroe,2021-08-14,6535,98,266,2021
Montgomery,2021-08-14,23341,235,451,2021
Moore,2021-08-14,1124,19,27,2021
Morgan,2021-08-14,2793,40,57,2021
Obion,2021-08-14,4936,97,177,2021
Overton,2021-08-14,3260,63,145,2021
Perry,2021-08-14,1172,29,45,2021
Pickett,2021-08-14,820,23,62,2021
Polk,2021-08-14,2300,25,114,2021
Putnam,2021-08-14,12562,182,466,2021
Rhea,2021-08-14,4792,83,131,2021
Roane,2021-08-14,7091,112,183,2021
Robertson,2021-08-14,11118,145,586,2021
Rutherford,2021-08-14,47311,454,1144,2021
Scott,2021-08-14,3395,48,79,2021
Sequatchie,2021-08-14,1965,30,62,2021
Sevier,2021-08-14,15005,182,347,2021
Shelby,2021-08-14,113641,1779,6352,2021
Smith,2021-08-14,3032,40,103,2021
Stewart,2021-08-14,1469,28,45,2021
Sullivan,2021-08-14,18942,322,1122,2021
Sumner,2021-08-14,26899,364,1166,2021
Tipton,2021-08-14,8570,107,333,2021
Trousdale,2021-08-14,2669,22,70,2021
Unicoi,2021-08-14,2221,51,124,2021
Union,2021-08-14,2059,33,61,2021
Van Buren,2021-08-14,933,23,38,2021
Warren,2021-08-14,5908,87,138,2021
Washington,2021-08-14,15998,257,658,2021
Wayne,2021-08-14,3170,36,96,2021
Weakley,2021-08-14,4546,69,112,2021
White,2021-08-14,3981,75,198,2021
Williamson,2021-08-14,31634,227,593,2021
Wilson,2021-08-14,21342,261,656,2021
Unknown,2021-08-14,31459,194,636,2021
Anderson,2021-08-07,9197,178,240,2021
Bedford,2021-08-07,6985,135,217,2021
Benton,2021-08-07,1810,41,74,2021
Bledsoe,2021-08-07,2386,13,53,2021
Blount,2021-08-07,16885,205,551,2021
Bradley,2021-08-07,16072,155,799,2021
Campbell,2021-08-07,4371,63,134,2021
Cannon,2021-08-07,2033,32,74,2021
Carroll,2021-08-07,3887,81,138,2021
Carter,2021-08-07,7086,163,360,2021
Cheatham,2021-08-07,4907,56,148,2021
Chester,2021-08-07,2403,51,55,2021
Claiborne,2021-08-07,3376,75,106,2021
Clay,2021-08-07,1135,30,51,2021
Cocke,2021-08-07,4793,101,135,2021
Coffee,2021-08-07,7237,122,220,2021
Crockett,2021-08-07,2294,51,41,2021
Cumberland,2021-08-07,7354,144,225,2021
Davidson,2021-08-07,95495,968,2873,2021
Decatur,2021-08-07,1706,39,63,2021
Dekalb,2021-08-07,2978,57,103,2021
Dickson,2021-08-07,7493,113,273,2021
Dyer,2021-08-07,5790,108,149,2021
Fayette,2021-08-07,5620,82,262,2021
Fentress,2021-08-07,2630,49,119,2021
Franklin,2021-08-07,5567,91,135,2021
Gibson,2021-08-07,7306,150,156,2021
Giles,2021-08-07,4248,97,176,2021
Grainger,2021-08-07,2814,51,81,2021
Greene,2021-08-07,8484,159,330,2021
Grundy,2021-08-07,1938,35,80,2021
Hamblen,2021-08-07,9348,176,287,2021
Hamilton,2021-08-07,48399,517,1606,2021
Hancock,2021-08-07,678,13,30,2021
Hardeman,2021-08-07,3764,64,136,2021
Hardin,2021-08-07,3846,68,109,2021
Hawkins,2021-08-07,6724,117,264,2021
Haywood,2021-08-07,2868,62,98,2021
Henderson,2021-08-07,4078,79,108,2021
Henry,2021-08-07,3727,75,162,2021
Hickman,2021-08-07,3061,47,113,2021
Houston,2021-08-07,1207,34,61,2021
Humphreys,2021-08-07,2108,32,100,2021
Jackson,2021-08-07,1416,36,74,2021
Jefferson,2021-08-07,6731,129,214,2021
Johnson,2021-08-07,2532,39,91,2021
Knox,2021-08-07,54454,660,1546,2021
Lake,2021-08-07,1738,31,39,2021
Lauderdale,2021-08-07,3479,50,112,2021
Lawrence,2021-08-07,6455,100,284,2021
Lewis,2021-08-07,1762,26,73,2021
Lincoln,2021-08-07,4707,68,162,2021
Loudon,2021-08-07,6644,71,173,2021
Macon,2021-08-07,3836,77,184,2021
Madison,2021-08-07,12538,246,395,2021
Marion,2021-08-07,3513,50,156,2021
Marshall,2021-08-07,4631,65,169,2021
Maury,2021-08-07,14473,181,494,2021
McMinn,2021-08-07,7070,107,251,2021
McNairy,2021-08-07,3107,57,86,2021
Meigs,2021-08-07,1507,24,71,2021
Monroe,2021-08-07,6284,98,246,2021
Montgomery,2021-08-07,22562,235,437,2021
Moore,2021-08-07,1093,17,27,2021
Morgan,2021-08-07,2726,39,57,2021
Obion,2021-08-07,4807,97,175,2021
Overton,2021-08-07,3181,62,143,2021
Perry,2021-08-07,1132,29,43,2021
Pickett,2021-08-07,800,23,61,2021
Polk,2021-08-07,2230,24,108,2021
Putnam,2021-08-07,12273,182,457,2021
Rhea,2021-08-07,4601,83,126,2021
Roane,2021-08-07,6781,110,176,2021
Robertson,2021-08-07,10783,145,568,2021
Rutherford,2021-08-07,45996,449,1115,2021
Scott,2021-08-07,3322,48,76,2021
Sequatchie,2021-08-07,1900,30,62,2021
Sevier,2021-08-07,14523,181,341,2021
Shelby,2021-08-07,109279,1753,6194,2021
Smith,2021-08-07,2946,40,101,2021
Stewart,2021-08-07,1432,28,45,2021
Sullivan,2021-08-07,18299,317,1097,2021
Sumner,2021-08-07,26020,363,1140,2021
Tipton,2021-08-07,8231,106,321,2021
Trousdale,2021-08-07,2610,22,67,2021
Unicoi,2021-08-07,2160,51,120,2021
Union,2021-08-07,2014,33,61,2021
Van Buren,2021-08-07,907,23,38,2021
Warren,2021-08-07,5771,85,137,2021
Washington,2021-08-07,15557,256,641,2021
Wayne,2021-08-07,3101,36,95,2021
Weakley,2021-08-07,4425,68,111,2021
White,2021-08-07,3886,75,193,2021
Williamson,2021-08-07,30729,221,582,2021
Wilson,2021-08-07,20674,260,637,2021
Unknown,2021-08-07,30347,190,621,2021
Anderson,2021-07-31,9047,178,237,2021
Bedford,2021-07-31,6896,134,216,2021
Benton,2021-07-31,1761,41,71,2021
Bledsoe,2021-07-31,2325,12,53,2021
Blount,2021-07-31,16458,203,530,2021
Bradley,2021-07-31,15727,154,782,2021
Campbell,2021-07-31,4294,61,133,2021
Cannon,2021-07-31,2003,32,72,2021
Carroll,2021-07-31,3797,81,135,2021
Carter,2021-07-31,6933,162,351,2021
Cheatham,2021-07-31,4822,56,146,2021
Chester,2021-07-31,2316,51,51,2021
Claiborne,2021-07-31,3320,75,105,2021
Clay,2021-07-31,1128,30,51,2021
Cocke,2021-07-31,4646,100,131,2021
Coffee,2021-07-31,7113,121,210,2021
Crockett,2021-07-31,2189,49,40,2021
Cumberland,2021-07-31,7145,142,216,2021
Davidson,2021-07-31,93378,958,2816,2021
Decatur,2021-07-31,1662,39,62,2021
Dekalb,2021-07-31,2937,57,99,2021
Dickson,2021-07-31,7333,112,261,2021
Dyer,2021-07-31,5692,107,148,2021
Fayette,2021-07-31,5464,82,255,2021
Fentress,2021-07-31,2582,49,116,2021
Franklin,2021-07-31,5476,91,134,2021
Gibson,2021-07-31,7026,150,152,2021
Giles,2021-07-31,4159,97,174,2021
Grainger,2021-07-31,2749,50,81,2021
Greene,2021-07-31,8269,159,322,2021
Grundy,2021-07-31,1884,35,77,2021
Hamblen,2021-07-31,9032,176,284,2021
Hamilton,2021-07-31,47216,512,1558,2021
Hancock,2021-07-31,649,13,28,2021
Hardeman,2021-07-31,3656,64,133,2021
Hardin,2021-07-31,3743,68,108,2021
Hawkins,2021-07-31,6543,114,253,2021
Haywood,2021-07-31,2796,62,93,2021
Henderson,2021-07-31,4011,79,107,2021
Henry,2021-07-31,3607,75,157,2021
Hickman,2021-07-31,2979,46,108,2021
Houston,2021-07-31,1158,34,61,2021
Humphreys,2021-07-31,2037,32,96,2021
Jackson,2021-07-31,1401,36,73,2021
Jefferson,2021-07-31,6561,126,212,2021
Johnson,2021-07-31,2498,39,90,2021
Knox,2021-07-31,53388,655,1515,2021
Lake,2021-07-31,1730,31,39,2021
Lauderdale,2021-07-31,3369,50,112,2021
Lawrence,2021-07-31,6323,98,278,2021
Lewis,2021-07-31,1699,26,71,2021
Lincoln,2021-07-31,4578,67,155,2021
Loudon,2021-07-31,6524,71,171,2021
Macon,2021-07-31,3748,77,180,2021
Madison,2021-07-31,12070,244,391,2021
Marion,2021-07-31,3436,50,155,2021
Marshall,2021-07-31,4534,64,164,2021
Maury,2021-07-31,14193,179,484,2021
McMinn,2021-07-31,6893,106,239,2021
McNairy,2021-07-31,3003,57,84,2021
Meigs,2021-07-31,1470,24,67,2021
Monroe,2021-07-31,6131,98,239,2021
Montgomery,2021-07-31,21905,234,426,2021
Moore,2021-07-31,1073,17,25,2021
Morgan,2021-07-31,2668,38,55,2021
Obion,2021-07-31,4710,97,173,2021
Overton,2021-07-31,3151,62,141,2021
Perry,2021-07-31,1110,29,41,2021
Pickett,2021-07-31,792,23,61,2021
Polk,2021-07-31,2167,24,106,2021
Putnam,2021-07-31,12100,183,448,2021
Rhea,2021-07-31,4503,83,125,2021
Roane,2021-07-31,6600,110,171,2021
Robertson,2021-07-31,10528,144,551,2021
Rutherford,2021-07-31,45121,448,1087,2021
Scott,2021-07-31,3260,48,75,2021
Sequatchie,2021-07-31,1849,30,61,2021
Sevier,2021-07-31,14139,178,329,2021
Shelby,2021-07-31,105351,1738,6009,2021
Smith,2021-07-31,2896,40,98,2021
Stewart,2021-07-31,1402,28,45,2021
Sullivan,2021-07-31,17840,315,1068,2021
Sumner,2021-07-31,25470,362,1120,2021
Tipton,2021-07-31,7976,106,313,2021
Trousdale,2021-07-31,2568,21,64,2021
Unicoi,2021-07-31,2117,50,118,2021
Union,2021-07-31,1993,33,60,2021
Van Buren,2021-07-31,890,23,38,2021
Warren,2021-07-31,5700,85,134,2021
Washington,2021-07-31,15284,254,629,2021
Wayne,2021-07-31,3061,36,94,2021
Weakley,2021-07-31,4341,68,111,2021
White,2021-07-31,3846,75,186,2021
Williamson,2021-07-31,29948,219,561,2021
Wilson,2021-07-31,20182,257,613,2021
Unknown,2021-07-31,29635,187,603,2021
Anderson,2021-07-24,8927,176,236,2021
Bedford,2021-07-24,6824,133,211,2021
Benton,2021-07-24,1725,41,68,2021
Bledsoe,2021-07-24,2276,12,52,2021
Blount,2021-07-24,16206,201,521,2021
Bradley,2021-07-24,15510,154,759,2021
Campbell,2021-07-24,4248,61,129,2021
Cannon,2021-07-24,1972,32,71,2021
Carroll,2021-07-24,3752,81,133,2021
Carter,2021-07-24,6865,161,344,2021
Cheatham,2021-07-24,4749,56,141,2021
Chester,2021-07-24,2265,51,49,2021
Claiborne,2021-07-24,3289,73,105,2021
Clay,2021-07-24,1124,30,51,2021
Cocke,2021-07-24,4593,100,131,2021
Coffee,2021-07-24,7058,122,207,2021
Crockett,2021-07-24,2119,49,39,2021
Cumberland,2021-07-24,7005,141,214,2021
Davidson,2021-07-24,92001,955,2778,2021
Decatur,2021-07-24,1641,39,61,2021
Dekalb,2021-07-24,2910,57,97,2021
Dickson,2021-07-24,7244,112,255,2021
Dyer,2021-07-24,5602,107,143,2021
Fayette,2021-07-24,5358,82,252,2021
Fentress,2021-07-24,2560,49,116,2021
Franklin,2021-07-24,5395,91,132,2021
Gibson,2021-07-24,6849,150,148,2021
Giles,2021-07-24,4094,97,167,2021
Grainger,2021-07-24,2711,50,80,2021
Greene,2021-07-24,8143,158,312,2021
Grundy,2021-07-24,1836,35,77,2021
Hamblen,2021-07-24,8833,175,283,2021
Hamilton,2021-07-24,46336,508,1528,2021
Hancock,2021-07-24,639,13,28,2021
Hardeman,2021-07-24,3583,64,131,2021
Hardin,2021-07-24,3677,68,106,2021
Hawkins,2021-07-24,6438,114,249,2021
Haywood,2021-07-24,2754,62,92,2021
Henderson,2021-07-24,3942,78,105,2021
Henry,2021-07-24,3521,75,152,2021
Hickman,2021-07-24,2925,46,106,2021
Houston,2021-07-24,1136,34,58,2021
Humphreys,2021-07-24,2001,32,91,2021
Jackson,2021-07-24,1389,36,73,2021
Jefferson,2021-07-24,6437,126,205,2021
Johnson,2021-07-24,2466,39,89,2021
Knox,2021-07-24,52653,649,1490,2021
Lake,2021-07-24,1725,30,39,2021
Lauderdale,2021-07-24,3310,50,112,2021
Lawrence,2021-07-24,6202,95,273,2021
Lewis,2021-07-24,1663,26,70,2021
Lincoln,2021-07-24,4472,67,145,2021
Loudon,2021-07-24,6426,71,162,2021
Macon,2021-07-24,3700,77,178,2021
Madison,2021-07-24,11810,244,386,2021
Marion,2021-07-24,3351,50,150,2021
Marshall,2021-07-24,4469,63,160,2021
Maury,2021-07-24,14021,178,479,2021
McMinn,2021-07-24,6752,105,227,2021
McNairy,2021-07-24,2925,57,83,2021
Meigs,2021-07-24,1446,24,64,2021
Monroe,2021-07-24,6074,98,236,2021
Montgomery,2021-07-24,21509,234,420,2021
Moore,2021-07-24,1053,17,22,2021
Morgan,2021-07-24,2619,37,54,2021
Obion,2021-07-24,4668,96,172,2021
Overton,2021-07-24,3126,62,139,2021
Perry,2021-07-24,1093,29,40,2021
Pickett,2021-07-24,785,23,60,2021
Polk,2021-07-24,2135,24,106,2021
Putnam,2021-07-24,11984,182,440,2021
Rhea,2021-07-24,4440,82,118,2021
Roane,2021-07-24,6475,109,166,2021
Robertson,2021-07-24,10393,142,544,2021
Rutherford,2021-07-24,44421,447,1061,2021
Scott,2021-07-24,3239,48,75,2021
Sequatchie,2021-07-24,1810,30,59,2021
Sevier,2021-07-24,13850,178,318,2021
Shelby,2021-07-24,102506,1720,5889,2021
Smith,2021-07-24,2844,40,95,2021
Stewart,2021-07-24,1391,28,45,2021
Sullivan,2021-07-24,17630,313,1051,2021
Sumner,2021-07-24,25102,359,1103,2021
Tipton,2021-07-24,7736,103,303,2021
Trousdale,2021-07-24,2553,21,64,2021
Unicoi,2021-07-24,2086,50,115,2021
Union,2021-07-24,1979,33,59,2021
Van Buren,2021-07-24,881,23,38,2021
Warren,2021-07-24,5648,85,130,2021
Washington,2021-07-24,15061,254,616,2021
Wayne,2021-07-24,3039,36,94,2021
Weakley,2021-07-24,4298,68,109,2021
White,2021-07-24,3813,74,182,2021
Williamson,2021-07-24,29359,218,549,2021
Wilson,2021-07-24,19871,254,599,2021
Unknown,2021-07-24,29013,187,586,2021
Anderson,2021-07-17,8869,176,235,2021
Bedford,2021-07-17,6782,133,208,2021
Benton,2021-07-17,1710,41,68,2021
Bledsoe,2021-07-17,2251,11,51,2021
Blount,2021-07-17,16085,200,517,2021
Bradley,2021-07-17,15412,153,749,2021
Campbell,2021-07-17,4222,61,128,2021
Cannon,2021-07-17,1956,32,70,2021
Carroll,2021-07-17,3736,80,133,2021
Carter,2021-07-17,6813,161,340,2021
Cheatham,2021-07-17,4710,56,139,2021
Chester,2021-07-17,2231,51,49,2021
Claiborne,2021-07-17,3267,73,100,2021
Clay,2021-07-17,1123,30,51,2021
Cocke,2021-07-17,4553,100,130,2021
Coffee,2021-07-17,7021,122,204,2021
Crockett,2021-07-17,2087,49,37,2021
Cumberland,2021-07-17,6931,140,212,2021
Davidson,2021-07-17,91203,953,2749,2021
Decatur,2021-07-17,1632,39,61,2021
Dekalb,2021-07-17,2898,56,96,2021
Dickson,2021-07-17,7171,112,245,2021
Dyer,2021-07-17,5552,107,142,2021
Fayette,2021-07-17,5298,82,247,2021
Fentress,2021-07-17,2550,49,116,2021
Franklin,2021-07-17,5302,91,131,2021
Gibson,2021-07-17,6759,150,147,2021
Giles,2021-07-17,4071,97,167,2021
Grainger,2021-07-17,2701,50,80,2021
Greene,2021-07-17,8077,158,306,2021
Grundy,2021-07-17,1823,35,77,2021
Hamblen,2021-07-17,8756,174,278,2021
Hamilton,2021-07-17,45880,507,1503,2021
Hancock,2021-07-17,625,13,28,2021
Hardeman,2021-07-17,3554,64,130,2021
Hardin,2021-07-17,3638,68,105,2021
Hawkins,2021-07-17,6380,114,245,2021
Haywood,2021-07-17,2728,62,91,2021
Henderson,2021-07-17,3899,78,102,2021
Henry,2021-07-17,3470,75,150,2021
Hickman,2021-07-17,2912,46,105,2021
Houston,2021-07-17,1123,34,56,2021
Humphreys,2021-07-17,1980,32,90,2021
Jackson,2021-07-17,1381,36,72,2021
Jefferson,2021-07-17,6382,126,202,2021
Johnson,2021-07-17,2461,39,88,2021
Knox,2021-07-17,52213,647,1478,2021
Lake,2021-07-17,1723,30,39,2021
Lauderdale,2021-07-17,3293,50,111,2021
Lawrence,2021-07-17,6145,95,267,2021
Lewis,2021-07-17,1639,26,69,2021
Lincoln,2021-07-17,4448,67,144,2021
Loudon,2021-07-17,6376,71,159,2021
Macon,2021-07-17,3683,77,177,2021
Madison,2021-07-17,11712,244,381,2021
Marion,2021-07-17,3280,49,150,2021
Marshall,2021-07-17,4416,63,158,2021
Maury,2021-07-17,13900,178,473,2021
McMinn,2021-07-17,6695,104,222,2021
McNairy,2021-07-17,2892,56,82,2021
Meigs,2021-07-17,1442,24,64,2021
Monroe,2021-07-17,6019,97,236,2021
Montgomery,2021-07-17,21287,236,409,2021
Moore,2021-07-17,1036,17,21,2021
Morgan,2021-07-17,2579,37,51,2021
Obion,2021-07-17,4650,96,171,2021
Overton,2021-07-17,3117,62,139,2021
Perry,2021-07-17,1082,29,39,2021
Pickett,2021-07-17,783,23,60,2021
Polk,2021-07-17,2122,24,105,2021
Putnam,2021-07-17,11911,181,437,2021
Rhea,2021-07-17,4403,82,116,2021
Roane,2021-07-17,6413,109,165,2021
Robertson,2021-07-17,10323,141,541,2021
Rutherford,2021-07-17,44001,447,1047,2021
Scott,2021-07-17,3231,48,75,2021
Sequatchie,2021-07-17,1785,29,59,2021
Sevier,2021-07-17,13722,178,310,2021
Shelby,2021-07-17,100822,1703,5799,2021
Smith,2021-07-17,2826,40,94,2021
Stewart,2021-07-17,1386,28,44,2021
Sullivan,2021-07-17,17497,312,1036,2021
Sumner,2021-07-17,24870,358,1092,2021
Tipton,2021-07-17,7592,103,297,2021
Trousdale,2021-07-17,2546,21,63,2021
Unicoi,2021-07-17,2079,50,115,2021
Union,2021-07-17,1961,33,59,2021
Van Buren,2021-07-17,876,23,38,2021
Warren,2021-07-17,5625,84,128,2021
Washington,2021-07-17,14933,253,599,2021
Wayne,2021-07-17,3020,36,93,2021
Weakley,2021-07-17,4265,68,107,2021
White,2021-07-17,3798,74,180,2021
Williamson,2021-07-17,29026,218,541,2021
Wilson,2021-07-17,19717,252,594,2021
Unknown,2021-07-17,28676,184,572,2021
Anderson,2021-07-10,8837,176,233,2021
Bedford,2021-07-10,6766,132,206,2021
Benton,2021-07-10,1696,41,67,2021
Bledsoe,2021-07-10,2247,11,51,2021
Blount,2021-07-10,16006,200,506,2021
Bradley,2021-07-10,15361,153,745,2021
Campbell,2021-07-10,4209,61,127,2021
Cannon,2021-07-10,1946,32,70,2021
Carroll,2021-07-10,3720,80,132,2021
Carter,2021-07-10,6796,160,340,2021
Cheatham,2021-07-10,4696,56,139,2021
Chester,2021-07-10,2221,51,49,2021
Claiborne,2021-07-10,3254,73,99,2021
Clay,2021-07-10,1121,30,51,2021
Cocke,2021-07-10,4539,99,128,2021
Coffee,2021-07-10,7002,122,203,2021
Crockett,2021-07-10,2065,48,36,2021
Cumberland,2021-07-10,6909,140,211,2021
Davidson,2021-07-10,90781,949,2731,2021
Decatur,2021-07-10,1627,39,61,2021
Dekalb,2021-07-10,2889,56,96,2021
Dickson,2021-07-10,7142,112,244,2021
Dyer,2021-07-10,5536,107,140,2021
Fayette,2021-07-10,5260,82,244,2021
Fentress,2021-07-10,2539,49,113,2021
Franklin,2021-07-10,5268,91,131,2021
Gibson,2021-07-10,6720,148,147,2021
Giles,2021-07-10,4052,97,167,2021
Grainger,2021-07-10,2689,50,80,2021
Greene,2021-07-10,8048,158,304,2021
Grundy,2021-07-10,1817,35,77,2021
Hamblen,2021-07-10,8715,174,277,2021
Hamilton,2021-07-10,45614,506,1486,2021
Hancock,2021-07-10,623,13,28,2021
Hardeman,2021-07-10,3545,64,130,2021
Hardin,2021-07-10,3622,68,105,2021
Hawkins,2021-07-10,6355,113,241,2021
Haywood,2021-07-10,2719,62,91,2021
